10	10	755.829599220306
10	11	853.25592267327
10	12	459.787124069408
10	13	784.405909711495
10	14	759.986620396376
10	15	406.450813170522
10	16	684.575836407021
10	17	349.935655249283
10	18	439.276113174856
10	19	960.402522468939
10	20	157.734374282882
10	21	661.104263272136
10	22	168.16995642148
10	23	864.751632791013
10	24	599.875996122137
10	25	724.694224540144
10	26	37.0029818732291
10	27	134.848820976913
10	28	537.612466374412
10	29	896.198115078732
10	30	554.006725084037
10	31	972.196750110015
10	32	859.946151264012
10	33	228.385965339839
10	34	889.340271707624
10	35	487.04978893511
10	36	582.993842894211
10	37	552.511645015329
10	38	218.636766308919
10	39	923.988310853019
10	40	609.76603650488
10	41	517.358042066917
10	42	51.1571248061955
10	43	409.410149790347
10	44	134.905663086101
10	45	71.0544397588819
10	46	805.851502576843
10	47	210.569651564583
10	48	283.139223000035
10	49	929.644871503115
10	50	520.445934729651
10	51	360.598779749125
10	52	244.581428589299
10	53	711.513797286898
10	54	935.766789829358
10	55	382.445987546816
10	56	665.400389581919
10	57	69.6098289918154
10	58	648.734845453873
10	59	944.368607364595
10	60	995.472705224529
10	61	136.001885868609
10	62	710.838655941188
10	63	813.536721281707
10	64	541.030133143067
10	65	939.903964521363
10	66	744.085436686873
10	67	136.483336333185
10	68	341.546504991129
10	69	147.146391449496
10	70	134.200720116496
10	71	867.122661089525
10	72	166.349549079314
10	73	76.7273183446378
10	74	286.495574284345
10	75	292.179475538433
10	76	802.175134187564
10	77	473.442320246249
10	78	414.737559622154
10	79	604.186909506097
10	80	217.953199986368
10	81	207.934991689399
10	82	888.152027968317
10	83	586.38474997133
10	84	542.744948994368
10	85	94.7186872363091
10	86	381.073421332985
10	87	722.597763873637
10	88	580.433394527063
10	89	193.609512411058
10	90	779.591964790598
10	91	200.869298074394
10	92	266.761693637818
10	93	948.663375806063
10	94	46.7354918364435
10	95	942.884453805164
10	96	506.534232059494
10	97	881.441737757996
10	98	222.277427790686
10	99	602.382285520434
10	100	813.148466870189
10	101	987.990025663748
10	102	861.375367967412
10	103	399.59155744873
10	104	638.222419656813
10	105	763.107804814354
10	106	200.460786232725
10	107	681.997639127076
10	108	125.13696658425
10	109	970.75190814212
10	110	574.17625002563
10	111	896.012105047703
10	112	575.999252730981
10	113	318.524627713487
10	114	890.15984069556
10	115	564.776667393744
10	116	280.392058426514
10	117	594.525999622419
10	118	527.178718708456
10	119	218.703271122649
10	120	304.821880301461
10	121	262.953440891579
10	122	444.264173042029
10	123	776.138004846871
10	124	220.289802411571
10	125	750.619295518845
10	126	807.509700302035
10	127	935.120134614408
10	128	858.363967388868
10	129	804.538160096854
10	130	602.541726548225
10	131	519.279707688838
10	132	748.596446821466
10	133	91.6003303136677
10	134	801.860169274732
10	135	191.665173508227
10	136	248.760184040293
10	137	705.010153120384
10	138	817.988446215168
10	139	104.288653237745
10	140	253.546990454197
10	141	591.128000291064
10	142	154.617233900353
10	143	659.949105232954
10	144	56.6440150141716
10	145	362.441028468311
10	146	269.342102343217
10	147	464.327179128304
10	148	133.15132423304
10	149	496.453732484952
10	150	247.581121046096
10	151	299.908342771232
10	152	564.479497959837
10	153	896.184491924942
10	154	595.7697161939
10	155	288.537930231541
10	156	348.954759538174
10	157	709.200256271288
10	158	834.170102607459
10	159	697.222827933729
10	160	694.610803155228
11	10	83.7034352589399
11	11	499.628572259098
11	12	618.56691678986
11	13	753.937429515645
11	14	237.431198824197
11	15	437.279432546347
11	16	719.893987523392
11	17	623.900106176734
11	18	998.499718261883
11	19	34.6112314146012
11	20	883.566055679694
11	21	936.818602262065
11	22	402.069881558418
11	23	604.259913088754
11	24	147.45427435264
11	25	154.726029606536
11	26	788.73913642019
11	27	713.995561935008
11	28	308.797597419471
11	29	981.412398628891
11	30	482.577978633344
11	31	528.097998350859
11	32	636.458494001999
11	33	225.012687500566
11	34	97.7382876444608
11	35	718.186129815876
